student_name,roll_number,branch,semester,attendance_pct,internal_marks,assignment_score,quiz_score,study_hours_per_week,previous_cgpa,activity_participation,final_percentage,pass_fail,grade
Manish Verma,EE20241498,EE,5,32.1,10.0,76.7,49.1,11.7,5.18,None,44.55,1,D
Varun Malhotra,CE20241499,CE,8,81.0,19.0,83.7,80.7,24.5,5.42,High,71.28,1,B
Ishita Chopra,CE20241500,CE,1,27.1,20.1,27.1,100.0,0.0,4.63,Medium,46.97,1,D
Aman Tiwari,CE20241501,CE,3,54.6,37.0,65.9,79.0,4.2,8.5,High,66.48,1,B
Manish Jain,ECE20241502,ECE,6,100.0,20.6,71.9,100.0,6.7,5.53,Low,69.63,1,B
Priya Kumar,CE20241503,CE,7,61.5,17.7,60.4,37.7,7.4,4.9,Low,51.11,1,C
Aman Reddy,ME20241504,ME,6,50.9,20.7,44.6,40.0,16.7,7.47,Low,48.58,1,D
Rajat Bhatia,CSE20241505,CSE,5,68.4,41.4,84.4,31.8,16.3,3.72,None,58.9,1,C
Vivek Gupta,CE20241506,CE,7,100.0,28.2,53.1,67.7,17.2,7.33,Low,74.73,1,B
Tushar Pandey,CSE20241507,CSE,7,39.0,25.8,29.3,61.9,18.8,9.41,High,52.92,1,C
Karan Thakur,ECE20241508,ECE,1,53.1,26.7,16.9,54.7,6.4,7.22,None,50.29,1,C
Tanvi Jain,CSE20241509,CSE,7,99.0,43.5,89.7,75.8,4.3,7.35,None,78.18,1,B
Aman Tiwari,ECE20241510,ECE,4,100.0,19.0,75.6,85.1,17.2,7.77,None,60.35,1,C
Sakshi Yadav,ME20241511,ME,2,70.1,43.8,63.9,24.4,9.0,9.28,Low,71.48,1,B
Rahul Tiwari,ECE20241512,ECE,2,49.7,30.5,52.3,44.9,1.4,8.38,High,41.9,1,D
Simran Jain,ECE20241513,ECE,2,100.0,26.1,50.4,76.0,21.8,6.99,None,58.02,1,C
Bhavna Bhatia,EE20241514,EE,4,100.0,50.0,38.3,47.7,25.2,7.83,None,78.58,1,B
Siddharth Bhatia,CE20241515,CE,6,84.2,15.3,52.5,40.4,26.5,4.61,High,57.6,1,C
Ritu Das,CE20241516,CE,1,57.4,23.8,15.4,80.4,15.5,7.6,High,52.84,1,C
Pankaj Jain,ME20241517,ME,7,71.1,13.2,45.8,29.6,19.0,4.39,None,44.2,1,D
Rashmi Jain,ME20241518,ME,4,69.1,39.4,55.2,51.4,25.0,5.54,Medium,52.91,1,C
Sneha Nair,CE20241519,CE,2,78.0,48.3,75.4,65.2,8.9,0.65,Medium,69.07,1,B
Suresh Mishra,EE20241520,EE,5,98.1,48.0,61.1,45.4,22.9,6.92,Medium,78.45,1,B
Rashmi Saxena,CE20241521,CE,3,87.8,42.7,79.5,75.2,16.2,5.04,Low,74.0,1,B
Rahul Bhatia,EE20241522,EE,7,52.6,25.6,91.7,45.5,21.3,8.2,High,64.63,1,C
Tanvi Chauhan,ME20241523,ME,4,96.8,23.6,85.3,89.0,15.5,6.9,None,74.0,1,B
Kavita Joshi,CSE20241524,CSE,8,77.6,7.9,72.4,55.2,24.4,8.22,Low,57.4,1,C
Rajat Bhatia,ME20241525,ME,4,84.4,50.0,62.3,72.8,15.8,4.25,Low,63.6,1,C
Aditya Mishra,ME20241526,ME,1,98.4,33.6,40.4,74.4,2.1,8.07,Low,77.81,1,B
Rajat Kumar,ECE20241527,ECE,1,52.0,22.1,78.3,44.2,25.6,9.99,High,70.21,1,B
Sneha Gupta,ECE20241528,ECE,4,71.4,43.9,99.0,12.8,6.4,7.58,Medium,61.05,1,C
Kavita Reddy,ECE20241529,ECE,2,62.4,16.3,69.5,65.9,24.0,7.62,None,56.64,1,C
Anjali Chauhan,ECE20241530,ECE,3,43.8,32.9,100.0,59.6,13.3,6.51,Low,61.56,1,C
Ankita Yadav,EE20241531,EE,7,78.2,25.9,28.4,70.2,23.4,5.26,Low,63.01,1,C
Simran Dubey,CE20241532,CE,1,100.0,35.7,36.6,53.0,23.1,7.57,High,60.62,1,C
Shruti Mehta,CSE20241533,CSE,7,38.9,27.2,80.8,48.5,17.4,3.49,Medium,49.36,1,D
Vikram Nair,ME20241534,ME,2,71.4,10.6,67.8,100.0,18.1,5.45,Medium,50.15,1,C
Gaurav Singh,EE20241535,EE,7,83.5,28.9,90.9,25.6,17.4,3.01,Medium,57.56,1,C
Priya Jain,CSE20241536,CSE,5,74.2,40.6,61.7,74.1,0.0,4.93,Medium,62.04,1,C
Ankita Verma,EE20241537,EE,1,70.0,27.6,42.9,45.4,14.9,7.36,Medium,57.71,1,C
Nisha Chopra,EE20241538,EE,2,48.6,37.3,57.3,50.6,5.1,7.11,Low,53.97,1,C
Varun Mishra,ME20241539,ME,2,76.2,15.5,28.3,51.0,15.4,6.29,High,47.41,1,D
Nisha Saxena,CE20241540,CE,3,58.4,27.7,37.2,40.3,4.9,6.51,Medium,52.74,1,C
Aarti Kumar,ECE20241541,ECE,3,32.6,20.5,83.4,70.6,4.5,2.81,Medium,48.98,1,D
Pankaj Reddy,CE20241542,CE,5,93.5,37.0,81.2,88.6,26.8,5.53,High,83.42,1,A
Divya Agarwal,ME20241543,ME,2,89.3,28.4,70.0,68.3,22.6,4.97,High,68.03,1,B
Megha Patel,ME20241544,ME,6,72.9,36.3,24.1,60.3,14.0,5.01,High,56.55,1,C
Pankaj Chopra,ME20241545,ME,2,76.1,41.1,54.1,36.3,15.5,7.28,High,66.53,1,B
Divya Chopra,CSE20241546,CSE,3,91.3,36.3,35.1,69.4,12.0,4.65,None,64.57,1,C
Manish Kapoor,CE20241547,CE,6,76.0,31.3,87.9,100.0,18.6,5.11,Low,60.97,1,C
Ankita Rajput,CE20241548,CE,1,88.3,16.0,49.2,49.6,8.6,2.44,Medium,49.76,1,D
Varun Saxena,EE20241549,EE,1,66.6,28.0,38.1,49.7,21.9,5.67,Low,56.52,1,C
Siddharth Joshi,EE20241550,EE,7,95.6,21.6,62.7,45.7,12.0,4.24,High,58.85,1,C
Rajat Dubey,EE20241551,EE,4,77.8,23.9,47.9,47.2,10.6,6.34,Medium,54.69,1,C
Amit Reddy,ME20241552,ME,3,75.5,23.5,94.6,0.0,14.2,4.49,Medium,39.99,0,F
Manish Verma,CE20241553,CE,4,49.1,16.2,45.8,66.9,9.3,6.39,High,47.54,1,D
Megha Kapoor,ME20241554,ME,6,77.2,4.5,31.2,39.4,16.6,5.94,Low,50.79,1,C
Vikram Saxena,CSE20241555,CSE,3,57.0,20.0,14.6,22.6,9.7,9.21,Medium,44.78,1,D
Karan Patel,EE20241556,EE,5,60.5,30.3,61.3,74.6,17.7,7.09,Medium,62.66,1,C
Mohit Mehta,ME20241557,ME,2,57.3,11.8,49.6,34.2,23.7,2.89,Low,40.77,1,D
Gaurav Iyer,ME20241558,ME,5,52.8,28.2,30.6,50.5,8.2,3.92,None,46.53,1,D
Gaurav Das,CSE20241559,CSE,6,100.0,50.0,88.2,90.3,13.0,6.3,High,90.77,1,A
Anjali Bhatia,ECE20241560,ECE,3,96.0,40.3,76.7,27.0,17.7,4.53,Medium,66.48,1,B
Nisha Das,CE20241561,CE,8,100.0,47.7,61.4,24.3,10.5,0.86,High,65.74,1,B
Megha Kumar,ECE20241562,ECE,6,50.0,32.7,92.0,63.9,17.7,8.63,Medium,76.99,1,B
Mohit Srivastava,EE20241563,EE,8,73.3,42.0,76.6,83.3,18.4,7.5,Low,81.03,1,A
Shruti Chauhan,ME20241564,ME,2,48.7,19.3,43.9,23.4,22.7,7.14,Low,58.07,1,C
Sneha Saxena,CSE20241565,CSE,1,59.5,20.3,39.1,67.0,9.2,5.11,Low,45.15,1,D
Vikram Thakur,CSE20241566,CSE,1,55.5,0.0,80.0,70.8,6.5,6.97,High,57.18,1,C
Anjali Srivastava,CE20241567,CE,6,94.3,42.2,70.7,12.7,11.5,4.93,None,58.79,1,C
Pooja Dubey,ECE20241568,ECE,4,64.9,46.5,65.7,75.6,6.3,6.57,High,73.62,1,B
Arjun Joshi,CE20241569,CE,3,91.2,21.4,43.4,77.3,18.5,4.54,High,65.14,1,B
Akash Pandey,ME20241570,ME,3,82.9,25.0,75.4,51.1,4.7,8.93,High,63.07,1,C
Sakshi Saxena,CE20241571,CE,1,100.0,19.0,45.4,85.6,32.7,3.37,Low,63.32,1,C
Simran Jain,CSE20241572,CSE,7,45.4,32.6,59.8,83.0,24.4,8.42,High,73.08,1,B
Megha Kumar,CSE20241573,CSE,5,94.7,41.5,93.8,60.3,14.1,6.27,Low,72.68,1,B
Bhavna Nair,EE20241574,EE,7,92.6,7.1,47.5,48.1,20.9,5.32,None,57.96,1,C
Aarti Tiwari,EE20241575,EE,2,54.5,32.9,27.4,36.6,0.9,6.5,Low,40.5,1,D
Siddharth Chopra,ME20241576,ME,5,90.1,24.7,38.8,57.2,34.2,7.52,High,77.3,1,B
Manish Srivastava,ECE20241577,ECE,5,78.1,29.4,83.9,70.5,9.3,8.66,None,73.8,1,B
Sneha Reddy,CE20241578,CE,6,67.9,33.5,67.6,50.9,13.0,6.76,Medium,62.55,1,C
Rashmi Iyer,ME20241579,ME,1,57.2,25.7,59.2,9.7,0.0,4.6,None,39.51,0,F
Preeti Agarwal,EE20241580,EE,7,59.1,26.8,50.8,85.9,17.9,6.3,Low,57.61,1,C
Divya Jain,CE20241581,CE,7,100.0,25.4,72.7,62.2,5.1,9.47,None,67.74,1,B
Ankita Gupta,EE20241582,EE,1,72.0,39.6,43.3,49.6,14.8,8.63,High,67.54,1,B
Bhavna Patel,CE20241583,CE,7,86.1,33.0,68.7,76.9,9.6,7.84,Medium,77.5,1,B
Bhavna Jain,ECE20241584,ECE,8,57.8,30.6,45.9,91.5,5.4,7.63,High,73.11,1,B
Aman Sharma,ME20241585,ME,1,58.0,12.7,42.3,0.0,7.6,7.46,Medium,39.88,0,F
Pankaj Agarwal,CE20241586,CE,6,91.5,23.5,48.0,67.6,15.8,8.29,High,62.55,1,C
Suresh Singh,CSE20241587,CSE,4,47.7,38.8,53.7,26.6,3.7,5.38,Medium,48.75,1,D
Rajat Kapoor,CSE20241588,CSE,5,64.5,28.5,60.9,69.0,8.0,3.76,Medium,54.86,1,C
Karan Thakur,CE20241589,CE,6,72.6,35.9,67.2,60.8,19.3,6.32,Medium,62.32,1,C
Priya Das,CE20241590,CE,3,74.0,49.2,0.0,72.0,34.8,4.73,Low,60.6,1,C
Neha Mehta,CE20241591,CE,2,68.8,40.5,44.2,47.0,17.8,4.3,High,72.08,1,B
Ankit Joshi,CSE20241592,CSE,4,79.1,29.1,53.4,16.8,6.7,4.9,Medium,52.94,1,C
Kunal Chopra,CSE20241593,CSE,3,84.5,21.9,95.1,48.1,11.1,10.0,High,65.94,1,B
Akash Das,CE20241594,CE,5,85.2,0.0,38.2,67.0,14.3,6.45,Medium,51.65,1,C
Preeti Iyer,EE20241595,EE,7,54.3,26.0,65.6,80.3,11.2,6.85,None,52.93,1,C
Suresh Tiwari,EE20241596,EE,1,66.9,24.1,94.9,32.2,21.2,4.0,Medium,51.81,1,C
Megha Gupta,ECE20241597,ECE,5,93.5,32.7,33.1,80.6,15.7,2.88,None,56.33,1,C
Deepak Khanna,ME20241598,ME,6,88.1,26.2,70.7,43.7,21.3,4.73,Medium,70.07,1,B
Simran Chopra,EE20241599,EE,2,47.3,24.2,44.4,66.0,11.5,8.79,Medium,54.42,1,C
Deepak Mishra,CSE20241600,CSE,6,78.3,6.6,50.9,46.8,24.6,6.8,High,40.76,1,D
Aditya Pillai,EE20241601,EE,4,36.4,16.7,44.3,62.0,12.7,7.28,None,51.72,1,C
Gaurav Rajput,ECE20241602,ECE,4,72.8,33.7,45.9,77.6,6.2,7.53,None,61.25,1,C
Siddharth Kapoor,ECE20241603,ECE,2,100.0,48.6,100.0,31.0,31.4,5.14,None,70.26,1,B
Aarti Iyer,ME20241604,ME,8,54.9,26.8,80.6,43.0,0.0,8.7,Low,54.89,1,C
Gaurav Pandey,EE20241605,EE,3,57.0,31.9,86.2,62.1,8.1,5.06,High,64.82,1,C
Ankita Bhatia,CSE20241606,CSE,3,85.8,39.4,72.8,100.0,9.0,8.73,High,83.15,1,A
Suresh Sharma,CSE20241607,CSE,4,44.2,18.3,26.7,39.0,34.1,7.0,Medium,57.36,1,C
Aditya Singh,CE20241608,CE,4,60.6,32.4,70.7,100.0,28.5,2.98,High,64.26,1,C
Kunal Pillai,CSE20241609,CSE,7,82.7,19.1,85.6,100.0,26.0,4.85,Low,68.44,1,B
Ritu Srivastava,ME20241610,ME,1,60.6,38.4,43.2,55.9,11.4,2.99,None,50.02,1,C
Shruti Iyer,ME20241611,ME,7,67.8,29.8,83.2,51.4,33.4,8.29,None,61.72,1,C
Ritu Dubey,CSE20241612,CSE,7,85.4,31.6,77.5,42.8,16.9,6.16,High,71.82,1,B
Ritu Chopra,CSE20241613,CSE,8,79.6,18.6,100.0,56.5,21.8,2.19,Medium,61.25,1,C
Vikram Saxena,CE20241614,CE,3,76.8,36.5,52.8,27.1,15.4,6.88,Medium,62.68,1,C
Vikram Khanna,CSE20241615,CSE,8,65.9,50.0,37.9,56.3,13.6,5.23,Low,66.19,1,B
Karan Kapoor,CE20241616,CE,8,78.7,15.9,54.0,90.9,12.0,3.53,Low,50.79,1,C
Divya Dubey,CE20241617,CE,2,69.8,23.9,93.6,44.6,12.3,9.22,High,61.52,1,C
Rajat Gupta,CSE20241618,CSE,3,80.2,30.8,21.8,52.7,18.9,6.39,None,57.11,1,C
Varun Das,ECE20241619,ECE,1,63.1,37.4,16.5,20.6,16.9,5.67,Medium,56.92,1,C
Harsh Verma,ECE20241620,ECE,6,68.7,21.3,64.0,66.2,13.7,5.48,Low,64.11,1,C
Akash Thakur,CE20241621,CE,4,54.2,0.0,52.3,63.8,26.1,3.48,None,43.98,1,D
Simran Saxena,CSE20241622,CSE,4,71.4,44.3,62.2,59.4,0.0,3.85,Medium,62.09,1,C
Ankita Jain,ECE20241623,ECE,1,57.4,37.1,82.8,53.2,18.1,8.51,Low,69.57,1,B
Preeti Thakur,CSE20241624,CSE,8,51.9,7.1,49.8,51.6,19.7,5.35,Medium,43.65,1,D
Ankit Kumar,CSE20241625,CSE,7,76.7,20.7,20.8,69.0,23.2,6.24,Medium,50.69,1,C
Shruti Verma,CSE20241626,CSE,2,75.8,46.8,100.0,57.4,13.5,2.52,Medium,70.95,1,B
Nisha Agarwal,EE20241627,EE,8,86.1,45.4,40.1,64.9,15.7,3.83,Medium,60.17,1,C
Gaurav Das,CSE20241628,CSE,4,64.2,39.3,38.7,62.7,21.9,7.3,Medium,65.0,1,B
Ishita Chopra,EE20241629,EE,5,79.3,25.9,86.3,82.7,25.9,6.88,Low,79.64,1,B
Sakshi Thakur,CE20241630,CE,7,81.9,29.0,53.5,72.9,11.6,9.36,Medium,72.39,1,B
Nisha Sharma,ECE20241631,ECE,4,80.0,26.4,60.6,62.2,16.1,8.62,Medium,61.46,1,C
Harsh Reddy,ECE20241632,ECE,5,57.1,41.5,72.6,91.4,27.4,5.78,None,71.93,1,B
Swati Khanna,ECE20241633,ECE,8,74.7,17.5,85.8,67.2,0.0,7.05,High,56.04,1,C
Vikram Malhotra,ECE20241634,ECE,1,78.6,18.3,54.7,86.7,8.5,5.63,Medium,57.84,1,C
Bhavna Nair,ECE20241635,ECE,1,72.1,40.1,95.4,71.4,25.7,9.9,High,88.97,1,A
Arjun Mishra,ECE20241636,ECE,7,34.4,27.5,15.0,17.5,22.7,8.27,High,49.85,1,D
Sneha Reddy,ECE20241637,ECE,4,74.9,44.5,78.7,86.7,18.2,6.51,Low,89.28,1,A
Aman Sharma,CE20241638,CE,3,100.0,19.9,43.5,61.0,10.4,6.56,Medium,65.53,1,B
Tushar Mehta,CSE20241639,CSE,5,65.5,27.3,92.2,56.9,6.9,8.8,Low,65.56,1,B
Ishita Nair,ME20241640,ME,2,58.9,16.9,65.1,64.2,9.3,7.24,Low,56.7,1,C
Divya Mehta,EE20241641,EE,4,78.7,28.1,47.2,50.4,26.4,9.01,High,66.53,1,B
Jyoti Kumar,ME20241642,ME,2,77.6,10.3,76.6,63.0,9.0,2.25,Medium,43.1,1,D
Ishita Sharma,ME20241643,ME,4,93.5,22.1,81.7,45.0,14.8,7.03,None,69.53,1,B
Bhavna Iyer,CSE20241644,CSE,3,49.4,10.8,76.1,86.0,8.0,5.27,Medium,56.04,1,C
Vikram Rajput,CSE20241645,CSE,3,85.2,36.3,39.3,55.5,20.7,9.36,High,70.42,1,B
Sneha Dubey,CSE20241646,CSE,7,82.6,36.6,51.4,49.6,9.7,8.98,Medium,68.73,1,B
Manish Khanna,ECE20241647,ECE,7,69.4,7.2,61.9,37.7,13.2,6.26,Medium,52.81,1,C
Kavita Agarwal,CE20241648,CE,3,78.1,44.0,61.1,63.9,0.5,8.96,Medium,75.67,1,B
Varun Yadav,ECE20241649,ECE,6,90.5,50.0,78.5,62.1,1.1,9.41,Low,71.76,1,B
Vikram Malhotra,CE20241650,CE,3,87.7,28.6,17.7,66.5,14.1,6.33,Low,59.21,1,C
Gaurav Verma,CE20241651,CE,1,51.4,20.3,69.4,35.4,3.4,10.0,Medium,52.66,1,C
Vikram Malhotra,ME20241652,ME,1,86.8,50.0,55.6,22.8,30.8,6.14,Low,77.1,1,B
Kavita Khanna,ME20241653,ME,6,70.8,12.2,43.6,71.8,0.0,5.81,Medium,52.94,1,C
Shruti Kumar,CE20241654,CE,8,73.3,28.2,45.7,90.7,7.6,7.76,Medium,70.85,1,B
Sneha Gupta,CE20241655,CE,5,73.3,30.2,57.3,35.4,14.1,5.56,Medium,51.44,1,C
Mohit Verma,ECE20241656,ECE,8,69.3,44.1,0.0,93.0,11.1,6.35,Low,58.74,1,C
Gaurav Malhotra,ECE20241657,ECE,2,93.5,32.3,46.6,64.2,5.2,8.74,None,71.45,1,B
Rashmi Pandey,ME20241658,ME,8,70.5,22.0,42.7,57.8,6.3,6.23,Low,48.64,1,D
Jyoti Saxena,CSE20241659,CSE,4,51.8,16.6,73.7,49.3,6.1,3.15,Medium,37.25,0,F
Sneha Mishra,CE20241660,CE,8,64.9,23.9,44.3,27.5,11.7,6.86,Low,52.08,1,C
Nikhil Bhatia,ECE20241661,ECE,4,75.2,15.9,57.3,79.7,29.6,4.95,Medium,57.13,1,C
Nikhil Jain,ME20241662,ME,6,94.1,28.6,95.9,40.9,14.6,7.76,None,77.88,1,B
Aarti Reddy,ECE20241663,ECE,1,82.9,21.2,83.9,40.8,23.5,7.45,Medium,65.92,1,B
Nisha Gupta,CE20241664,CE,7,56.7,10.1,81.8,79.8,18.1,8.85,Low,59.73,1,C
Rashmi Bhatia,CE20241665,CE,4,100.0,43.1,51.0,16.6,22.9,7.83,Medium,68.81,1,B
Rahul Srivastava,EE20241666,EE,1,76.8,22.0,73.9,24.5,0.0,8.16,Low,61.81,1,C
Neha Chopra,CSE20241667,CSE,5,95.0,12.8,56.9,57.6,11.6,5.0,Low,55.27,1,C
Akash Thakur,EE20241668,EE,2,69.3,26.0,57.7,64.5,24.5,7.65,High,63.75,1,C
Rohan Agarwal,ME20241669,ME,5,81.6,28.8,71.0,68.7,9.4,9.74,None,64.66,1,C
Harsh Pandey,ECE20241670,ECE,6,87.1,7.0,48.9,51.4,28.1,4.96,Medium,51.56,1,C
Gaurav Reddy,ME20241671,ME,8,93.9,32.0,94.8,100.0,25.9,9.44,High,82.75,1,A
Arjun Agarwal,CE20241672,CE,8,91.0,15.4,58.5,53.0,10.2,5.21,Medium,59.63,1,C
Rahul Das,EE20241673,EE,3,87.7,48.5,75.6,52.9,10.0,4.67,High,64.53,1,C
Karan Verma,EE20241674,EE,3,66.3,34.3,94.0,40.5,5.9,6.73,None,61.46,1,C
Sonal Malhotra,EE20241675,EE,3,61.7,23.2,84.7,60.7,9.0,7.49,Low,62.79,1,C
Nikhil Bhatia,ME20241676,ME,5,78.0,19.1,31.0,71.5,4.1,7.84,Low,55.52,1,C
Suresh Kumar,CE20241677,CE,4,88.8,26.7,71.8,84.5,17.4,4.47,None,62.02,1,C
Megha Gupta,ECE20241678,ECE,2,68.0,35.4,80.7,25.2,2.4,6.98,Low,62.06,1,C
Aman Nair,ECE20241679,ECE,3,91.2,27.7,81.6,52.6,18.8,4.97,Low,60.44,1,C
Aditya Chauhan,ME20241680,ME,6,98.1,25.4,37.5,67.8,19.0,3.52,Medium,59.53,1,C
Arjun Malhotra,EE20241681,EE,6,55.5,28.7,47.5,70.9,0.7,4.53,High,56.44,1,C
Tanvi Reddy,CSE20241682,CSE,3,56.9,20.8,83.9,58.1,26.4,4.85,None,59.27,1,C
Sakshi Tiwari,ME20241683,ME,8,69.5,23.9,45.2,69.9,18.1,7.14,Low,55.47,1,C
Karan Rajput,ME20241684,ME,3,77.5,3.0,55.4,40.2,20.0,8.27,Low,55.23,1,C
Komal Mehta,CE20241685,CE,2,62.6,39.7,96.7,92.3,7.9,3.55,Low,68.95,1,B
Gaurav Nair,ECE20241686,ECE,3,96.3,31.6,60.9,79.8,19.0,6.83,Medium,76.37,1,B
Shruti Khanna,ME20241687,ME,2,79.6,18.7,46.0,28.4,23.0,4.08,Low,56.45,1,C
Arjun Patel,ME20241688,ME,6,72.7,50.0,42.7,34.3,13.2,7.33,None,70.97,1,B
Rohan Srivastava,EE20241689,EE,3,46.2,29.0,69.3,35.0,30.0,5.08,Medium,61.61,1,C
Mohit Das,EE20241690,EE,5,48.3,15.6,32.7,72.9,14.4,4.31,High,47.33,1,D
Arjun Jain,CSE20241691,CSE,7,77.1,38.3,56.6,29.7,23.1,7.64,Medium,70.22,1,B
Tushar Jain,CE20241692,CE,5,33.6,32.8,69.3,50.7,16.3,5.14,Medium,55.47,1,C
Komal Nair,CSE20241693,CSE,6,90.2,32.7,90.6,68.0,18.7,5.63,None,65.25,1,B
Rajat Tiwari,EE20241694,EE,2,69.2,22.9,76.7,56.5,0.6,2.2,Low,50.73,1,C
Anjali Joshi,ECE20241695,ECE,5,100.0,33.4,46.3,63.7,17.0,7.9,Low,71.08,1,B
Siddharth Reddy,EE20241696,EE,2,100.0,24.9,87.9,34.6,8.1,7.68,Low,67.79,1,B
Ankita Jain,CE20241697,CE,5,68.7,34.7,55.4,71.1,7.2,6.21,High,63.54,1,C
Sonal Verma,EE20241698,EE,5,70.1,5.1,34.8,44.5,28.0,3.45,Medium,38.33,0,F
Rajat Pillai,CE20241699,CE,2,89.9,22.8,58.2,50.9,12.3,8.38,None,64.67,1,C
Akash Yadav,CE20241700,CE,4,100.0,48.7,93.6,63.2,6.0,5.0,Low,70.8,1,B
Arjun Singh,CE20241701,CE,5,42.5,18.8,65.6,60.3,11.1,5.38,Low,55.42,1,C
Divya Verma,CE20241702,CE,3,39.8,20.8,62.3,58.5,3.6,10.0,Medium,52.72,1,C
Harsh Jain,CE20241703,CE,7,60.8,22.6,98.0,41.5,25.5,4.93,Low,59.88,1,C
Kavita Dubey,ECE20241704,ECE,6,82.5,13.4,30.5,51.4,8.4,7.54,Low,52.19,1,C
Pooja Reddy,CSE20241705,CSE,4,80.9,1.5,33.7,58.0,18.2,7.21,Medium,50.5,1,C
Divya Dubey,ME20241706,ME,2,91.3,25.2,26.5,27.7,24.8,6.9,Low,49.0,1,D
Pankaj Chopra,CSE20241707,CSE,4,50.4,29.6,70.2,47.8,10.0,6.71,None,59.27,1,C
Suresh Yadav,CE20241708,CE,1,30.3,27.4,65.7,66.5,18.3,6.88,None,56.0,1,C
Deepak Chauhan,ECE20241709,ECE,1,87.4,26.3,95.9,29.9,5.8,6.69,Low,58.31,1,C
Ishita Joshi,EE20241710,EE,5,57.1,28.5,67.4,83.4,33.6,6.11,None,62.11,1,C
Mohit Dubey,ECE20241711,ECE,5,35.7,40.3,53.1,85.9,21.5,8.92,Low,65.72,1,B
Rashmi Patel,CE20241712,CE,3,74.6,25.7,62.0,30.6,12.5,3.84,Medium,45.55,1,D
Divya Dubey,ECE20241713,ECE,7,86.3,21.1,64.6,87.9,7.8,8.04,Medium,74.81,1,B
Siddharth Singh,ECE20241714,ECE,6,69.8,24.6,25.2,54.8,13.1,7.68,Medium,61.99,1,C
Ritu Chopra,CE20241715,CE,4,63.8,35.0,100.0,67.2,11.3,7.46,High,74.61,1,B
Deepak Patel,ECE20241716,ECE,1,69.1,44.9,73.4,47.1,29.6,8.21,Low,73.44,1,B
Arjun Verma,ME20241717,ME,5,65.3,20.5,66.6,78.3,4.2,6.03,High,57.15,1,C
Rajat Mehta,ME20241718,ME,8,47.7,29.2,75.5,66.9,15.1,2.84,Low,57.83,1,C
Divya Mishra,ECE20241719,ECE,8,59.1,32.1,77.6,40.1,13.9,6.07,Low,67.39,1,B
Aditya Tiwari,EE20241720,EE,6,81.4,16.1,58.9,32.4,13.1,4.42,Low,45.58,1,D
Rahul Jain,CE20241721,CE,4,77.8,28.2,48.1,25.9,13.1,4.88,None,45.77,1,D
Nikhil Chopra,ME20241722,ME,5,75.0,10.4,75.2,62.1,13.1,3.96,High,60.75,1,C
Amit Reddy,EE20241723,EE,5,54.1,6.8,70.5,70.6,21.0,5.34,None,39.71,0,F
Kavita Tiwari,ECE20241724,ECE,1,68.7,32.4,44.2,72.3,18.9,5.13,Low,55.29,1,C
Komal Yadav,EE20241725,EE,1,32.8,23.4,93.2,55.4,17.4,1.92,Low,47.05,1,D
Priya Mehta,CSE20241726,CSE,5,75.2,30.4,68.5,32.5,0.0,7.46,None,48.78,1,D
Aarti Das,ME20241727,ME,2,97.7,27.8,78.1,43.0,16.4,10.0,None,76.27,1,B
Siddharth Joshi,ECE20241728,ECE,5,45.5,16.3,92.6,83.4,0.8,7.29,None,59.07,1,C
Nisha Chauhan,CE20241729,CE,6,61.5,27.5,62.5,47.3,19.2,5.83,Low,53.69,1,C
Aditya Singh,ECE20241730,ECE,5,77.9,13.2,69.0,61.2,25.8,6.1,High,66.71,1,B
Gaurav Agarwal,CE20241731,CE,3,94.6,44.7,79.8,34.3,6.6,5.44,Low,75.94,1,B
Komal Tiwari,ECE20241732,ECE,7,63.9,11.7,46.1,65.4,11.9,6.36,None,47.3,1,D
Rohan Chopra,EE20241733,EE,3,59.5,25.7,63.2,47.9,9.2,6.13,Medium,52.16,1,C
Rahul Das,EE20241734,EE,3,36.6,15.5,64.8,81.0,23.9,4.69,High,64.25,1,C
Aman Pillai,EE20241735,EE,2,73.9,34.8,41.0,75.0,14.8,9.23,Low,71.23,1,B
Preeti Verma,CSE20241736,CSE,2,100.0,24.0,100.0,47.1,27.8,3.52,Low,68.08,1,B
Pankaj Mehta,CE20241737,CE,8,77.0,21.8,31.0,55.2,17.3,7.49,High,64.61,1,C
Komal Singh,EE20241738,EE,5,71.6,38.2,33.4,45.9,15.9,6.02,None,59.83,1,C
Pankaj Saxena,CSE20241739,CSE,3,77.8,28.4,90.9,26.8,14.5,9.62,Medium,64.44,1,C
Sonal Mishra,CE20241740,CE,2,71.8,34.2,77.7,39.1,20.5,6.81,Low,65.22,1,B
Kavita Iyer,ECE20241741,ECE,1,57.4,16.2,39.4,62.4,0.1,5.55,High,51.39,1,C
Aman Pandey,CSE20241742,CSE,5,86.8,11.1,75.4,65.2,14.7,5.75,High,49.34,1,D
Swati Malhotra,ME20241743,ME,6,76.1,29.3,94.3,61.3,13.4,6.27,High,67.52,1,B
Varun Sharma,CSE20241744,CSE,7,72.3,24.2,61.3,51.4,19.8,4.14,Low,62.04,1,C
Sonal Srivastava,CSE20241745,CSE,4,54.4,35.5,100.0,78.5,12.5,4.82,Low,63.7,1,C
Tushar Pandey,CE20241746,CE,5,95.5,27.0,24.1,59.4,5.7,2.99,Low,59.27,1,C
Aarti Srivastava,ECE20241747,ECE,4,84.0,30.5,77.3,73.5,14.1,4.54,High,75.08,1,B
